,state,year,pm25_annual_mean
0,Alabama,2010,11.627802993975903
1,Alaska,2010,9.266005340425531
2,Arizona,2010,7.370312300429185
3,Arkansas,2010,11.49805235
4,California,2010,9.629789028670722
